base_lf1, lf1_lf2, lf2_lf3, base_rf1, rf1_rf2, rf2_rf3, base_rb1, rb1_rb2, rb2_rb3, base_lb1, lb1_lb2, lb2_lb3
0.02551, 0.99431, -1.54684, 0.35047, 0.84496, -1.66794, 0.07279, 0.98639, -1.63998, -0.15530, 1.01960, -1.94848
0.01447, 0.98984, -1.54221, 0.35255, 0.84906, -1.68157, 0.04338, 0.98553, -1.64492, -0.18288, 1.00492, -1.94581
0.00177, 0.98470, -1.54110, 0.35526, 0.85220, -1.69859, 0.01467, 0.98409, -1.64946, -0.20925, 0.98940, -1.94034
-0.01292, 0.97870, -1.54385, 0.35833, 0.85391, -1.71948, -0.01287, 0.98205, -1.65330, -0.23419, 0.97291, -1.93205
-0.02979, 0.97249, -1.55014, 0.36059, 0.85376, -1.74384, -0.03857, 0.97975, -1.65696, -0.25756, 0.95580, -1.92184
-0.04979, 0.96664, -1.56046, 0.36008, 0.85089, -1.77277, -0.06168, 0.97745, -1.66098, -0.27908, 0.93829, -1.91013
-0.07449, 0.96176, -1.57649, 0.35388, 0.84359, -1.80883, -0.08069, 0.97517, -1.66598, -0.29805, 0.92032, -1.89701
-0.10152, 0.95764, -1.59441, 0.34425, 0.83423, -1.84679, -0.09602, 0.97325, -1.67102, -0.31452, 0.90243, -1.88254
-0.12881, 0.95425, -1.61059, 0.33233, 0.82458, -1.88212, -0.10721, 0.97206, -1.67536, -0.32778, 0.88525, -1.86653
-0.15383, 0.95195, -1.61923, 0.31894, 0.81682, -1.90902, -0.11316, 0.97251, -1.67806, -0.33661, 0.87006, -1.84784
-0.17591, 0.95076, -1.62100, 0.30396, 0.81081, -1.92719, -0.11390, 0.97432, -1.67917, -0.34088, 0.85679, -1.82709
-0.19496, 0.95072, -1.61870, 0.28701, 0.80586, -1.93749, -0.10945, 0.97706, -1.67918, -0.34020, 0.84505, -1.80539
-0.20935, 0.95220, -1.61252, 0.26841, 0.80243, -1.93649, -0.09826, 0.98111, -1.67767, -0.33186, 0.83511, -1.78266
-0.21839, 0.95550, -1.60266, 0.24931, 0.80069, -1.92253, -0.07979, 0.98670, -1.67458, -0.31501, 0.82726, -1.75964
-0.22458, 0.96017, -1.59085, 0.23034, 0.79967, -1.90087, -0.05762, 0.99314, -1.67103, -0.29462, 0.82145, -1.73938
-0.22923, 0.96578, -1.57877, 0.21156, 0.79825, -1.87391, -0.03393, 1.00015, -1.66778, -0.27325, 0.81806, -1.72530
-0.23388, 0.97167, -1.56891, 0.19185, 0.79470, -1.84329, -0.01102, 1.00757, -1.66562, -0.25335, 0.81786, -1.72247
-0.23832, 0.97854, -1.56003, 0.17328, 0.79074, -1.81138, 0.01212, 1.01522, -1.66421, -0.23347, 0.82047, -1.72615
-0.24258, 0.98682, -1.55177, 0.15743, 0.78743, -1.78121, 0.03589, 1.02283, -1.66328, -0.21263, 0.82595, -1.73328
-0.24782, 0.99738, -1.54441, 0.14567, 0.78578, -1.75847, 0.06012, 1.02994, -1.66316, -0.18928, 0.83587, -1.74138
