base_lf1, lf1_lf2, lf2_lf3, base_rf1, rf1_rf2, rf2_rf3, base_rb1, rb1_rb2, rb2_rb3, base_lb1, lb1_lb2, lb2_lb3
-0.30055, 0.72940, -1.85487, 0.08789, 0.66714, -1.76657, 0.37480, 1.09127, -2.13413, -0.19662, 0.96798, -2.16468
-0.29805, 0.73256, -1.84768, 0.08763, 0.67020, -1.75921, 0.37549, 1.09592, -2.12091, -0.19455, 0.97238, -2.15518
-0.29559, 0.73551, -1.84057, 0.08757, 0.67318, -1.75185, 0.37650, 1.10045, -2.10757, -0.19231, 0.97686, -2.14545
-0.29308, 0.73826, -1.83366, 0.08770, 0.67607, -1.74447, 0.37771, 1.10482, -2.09417, -0.18980, 0.98141, -2.13544
-0.29060, 0.74089, -1.82683, 0.08797, 0.67898, -1.73713, 0.37899, 1.10912, -2.08060, -0.18707, 0.98597, -2.12531
-0.28816, 0.74356, -1.82008, 0.08820, 0.68189, -1.72985, 0.37994, 1.11334, -2.06677, -0.18411, 0.99046, -2.11501
-0.28561, 0.74637, -1.81335, 0.08848, 0.68494, -1.72260, 0.38034, 1.11751, -2.05256, -0.18074, 0.99482, -2.10465
-0.28310, 0.74924, -1.80668, 0.08865, 0.68802, -1.71539, 0.38050, 1.12162, -2.03815, -0.17724, 0.99913, -2.09420
-0.28078, 0.75212, -1.80023, 0.08865, 0.69115, -1.70818, 0.38054, 1.12567, -2.02363, -0.17366, 1.00344, -2.08370
-0.27884, 0.75502, -1.79410, 0.08828, 0.69431, -1.70095, 0.38058, 1.12967, -2.00913, -0.17025, 1.00777, -2.07325
-0.27715, 0.75790, -1.78830, 0.08766, 0.69749, -1.69370, 0.38080, 1.13360, -1.99459, -0.16686, 1.01212, -2.06286
-0.27554, 0.76075, -1.78271, 0.08690, 0.70067, -1.68642, 0.38095, 1.13746, -1.98006, -0.16357, 1.01647, -2.05235
-0.27383, 0.76364, -1.77716, 0.08628, 0.70384, -1.67910, 0.38119, 1.14123, -1.96560, -0.16024, 1.02087, -2.04182
